AccessedAddress,AccessMode,AccessTime,MemoryType,ExecInstrId,CoreId
348,W,6617,1,2263,0
352,W,6617,1,2263,0
356,W,6617,1,2263,0
360,W,6617,1,2263,0
364,W,6617,1,2263,0
368,W,6617,1,2263,0
372,W,6617,1,2263,0
376,W,6617,1,2263,0
380,W,6617,1,2263,0
384,W,6617,1,2263,0
388,W,6617,1,2263,0
392,W,6617,1,2263,0
396,W,6617,1,2263,0
400,W,6617,1,2263,0
404,W,6617,1,2263,0
408,W,6617,1,2263,0
412,W,6617,1,2263,0
416,W,6617,1,2263,0
420,W,6617,1,2263,0
424,W,6617,1,2263,0
428,W,6617,1,2263,0
432,W,6617,1,2263,0
436,W,6617,1,2263,0
440,W,6617,1,2263,0
444,W,6617,1,2263,0
448,W,6617,1,2263,0
452,W,6617,1,2263,0
456,W,6617,1,2263,0
460,W,6617,1,2263,0
464,W,6617,1,2263,0
468,W,6617,1,2263,0
472,W,6617,1,2263,0
476,W,6617,1,2263,0
480,W,6617,1,2263,0
484,W,6617,1,2263,0
488,W,6617,1,2263,0
492,W,6617,1,2263,0
496,W,6617,1,2263,0
500,W,6617,1,2263,0
504,W,6617,1,2263,0
508,W,6617,1,2263,0
0,R,6640,1,3457,0
4,R,6640,1,3457,0
8,R,6640,1,3457,0
12,R,6640,1,3457,0
16,R,6640,1,3457,0
20,R,6640,1,3457,0
24,R,6640,1,3457,0
28,R,6640,1,3457,0
32,R,6640,1,3457,0
36,R,6640,1,3457,0
40,R,6640,1,3457,0
44,R,6640,1,3457,0
48,R,6640,1,3457,0
52,R,6640,1,3457,0
56,R,6640,1,3457,0
60,R,6640,1,3457,0
64,R,6640,1,3457,0
68,R,6640,1,3457,0
72,R,6640,1,3457,0
76,R,6640,1,3457,0
80,R,6640,1,3457,0
84,R,6640,1,3457,0
88,R,6640,1,3457,0
92,R,6640,1,3457,0
96,R,6640,1,3457,0
100,R,6640,1,3457,0
104,R,6640,1,3457,0
108,R,6640,1,3457,0
112,R,6640,1,3457,0
116,R,6640,1,3457,0
120,R,6640,1,3457,0
124,R,6640,1,3457,0
128,R,6640,1,3457,0
132,R,6640,1,3457,0
136,R,6640,1,3457,0
140,R,6640,1,3457,0
144,R,6640,1,3457,0
148,R,6640,1,3457,0
152,R,6640,1,3457,0
156,R,6640,1,3457,0
160,R,6640,1,3457,0
164,R,6640,1,3457,0
168,R,6640,1,3457,0
172,R,6640,1,3457,0
176,R,6640,1,3457,0
180,R,6640,1,3457,0
184,R,6640,1,3457,0
188,R,6640,1,3457,0
192,R,6640,1,3457,0
196,R,6640,1,3457,0
200,R,6640,1,3457,0
204,R,6640,1,3457,0
208,R,6640,1,3457,0
212,R,6640,1,3457,0
216,R,6640,1,3457,0
220,R,6640,1,3457,0
224,R,6640,1,3457,0
228,R,6640,1,3457,0
232,R,6640,1,3457,0
236,R,6640,1,3457,0
240,R,6640,1,3457,0
244,R,6640,1,3457,0
248,R,6640,1,3457,0
252,R,6640,1,3457,0
2048,W,6640,1,3460,0
2052,W,6640,1,3460,0
2056,W,6640,1,3460,0
2060,W,6640,1,3460,0
2064,W,6640,1,3460,0
2068,W,6640,1,3460,0
2072,W,6640,1,3460,0
2076,W,6640,1,3460,0
2080,W,6640,1,3460,0
2084,W,6640,1,3460,0
2088,W,6640,1,3460,0
2092,W,6640,1,3460,0
2096,W,6640,1,3460,0
2100,W,6640,1,3460,0
2104,W,6640,1,3460,0
2108,W,6640,1,3460,0
2112,W,6640,1,3460,0
2116,W,6640,1,3460,0
2120,W,6640,1,3460,0
2124,W,6640,1,3460,0
2128,W,6640,1,3460,0
2132,W,6640,1,3460,0
2136,W,6640,1,3460,0
2140,W,6640,1,3460,0
2144,W,6640,1,3460,0
2148,W,6640,1,3460,0
2152,W,6640,1,3460,0
2156,W,6640,1,3460,0
2160,W,6640,1,3460,0
2164,W,6640,1,3460,0
2168,W,6640,1,3460,0
2172,W,6640,1,3460,0
2176,W,6640,1,3460,0
2180,W,6640,1,3460,0
2184,W,6640,1,3460,0
2188,W,6640,1,3460,0
2192,W,6640,1,3460,0
2196,W,6640,1,3460,0
2200,W,6640,1,3460,0
2204,W,6640,1,3460,0
2208,W,6640,1,3460,0
2212,W,6640,1,3460,0
2216,W,6640,1,3460,0
2220,W,6640,1,3460,0
2224,W,6640,1,3460,0
2228,W,6640,1,3460,0
2232,W,6640,1,3460,0
2236,W,6640,1,3460,0
2240,W,6640,1,3460,0
2244,W,6640,1,3460,0
2248,W,6640,1,3460,0
2252,W,6640,1,3460,0
2256,W,6640,1,3460,0
2260,W,6640,1,3460,0
2264,W,6640,1,3460,0
2268,W,6640,1,3460,0
2272,W,6640,1,3460,0
2276,W,6640,1,3460,0
2280,W,6640,1,3460,0
2284,W,6640,1,3460,0
2288,W,6640,1,3460,0
2292,W,6640,1,3460,0
2296,W,6640,1,3460,0
2300,W,6640,1,3460,0
256,R,6641,1,3465,0
260,R,6641,1,3465,0
264,R,6641,1,3465,0
268,R,6641,1,3465,0
272,R,6641,1,3465,0
276,R,6641,1,3465,0
280,R,6641,1,3465,0
284,R,6641,1,3465,0
288,R,6641,1,3465,0
292,R,6641,1,3465,0
296,R,6641,1,3465,0
300,R,6641,1,3465,0
304,R,6641,1,3465,0
308,R,6641,1,3465,0
312,R,6641,1,3465,0
316,R,6641,1,3465,0
320,R,6641,1,3465,0
324,R,6641,1,3465,0
328,R,6641,1,3465,0
332,R,6641,1,3465,0
336,R,6641,1,3465,0
340,R,6641,1,3465,0
344,R,6641,1,3465,0
348,R,6641,1,3465,0
352,R,6641,1,3465,0
356,R,6641,1,3465,0
360,R,6641,1,3465,0
364,R,6641,1,3465,0
368,R,6641,1,3465,0
372,R,6641,1,3465,0
376,R,6641,1,3465,0
380,R,6641,1,3465,0
384,R,6641,1,3465,0
388,R,6641,1,3465,0
392,R,6641,1,3465,0
396,R,6641,1,3465,0
400,R,6641,1,3465,0
404,R,6641,1,3465,0
408,R,6641,1,3465,0
412,R,6641,1,3465,0
416,R,6641,1,3465,0
420,R,6641,1,3465,0
424,R,6641,1,3465,0
428,R,6641,1,3465,0
432,R,6641,1,3465,0
436,R,6641,1,3465,0
440,R,6641,1,3465,0
444,R,6641,1,3465,0
448,R,6641,1,3465,0
452,R,6641,1,3465,0
456,R,6641,1,3465,0
460,R,6641,1,3465,0
464,R,6641,1,3465,0
468,R,6641,1,3465,0
472,R,6641,1,3465,0
476,R,6641,1,3465,0
480,R,6641,1,3465,0
484,R,6641,1,3465,0
488,R,6641,1,3465,0
492,R,6641,1,3465,0
496,R,6641,1,3465,0
500,R,6641,1,3465,0
504,R,6641,1,3465,0
508,R,6641,1,3465,0
2304,W,6641,1,3468,0
2308,W,6641,1,3468,0
2312,W,6641,1,3468,0
2316,W,6641,1,3468,0
2320,W,6641,1,3468,0
2324,W,6641,1,3468,0
2328,W,6641,1,3468,0
2332,W,6641,1,3468,0
2336,W,6641,1,3468,0
2340,W,6641,1,3468,0
2344,W,6641,1,3468,0
2348,W,6641,1,3468,0
2352,W,6641,1,3468,0
2356,W,6641,1,3468,0
2360,W,6641,1,3468,0
2364,W,6641,1,3468,0
2368,W,6641,1,3468,0
2372,W,6641,1,3468,0
2376,W,6641,1,3468,0
2380,W,6641,1,3468,0
2384,W,6641,1,3468,0
2388,W,6641,1,3468,0
2392,W,6641,1,3468,0
2396,W,6641,1,3468,0
2400,W,6641,1,3468,0
2404,W,6641,1,3468,0
2408,W,6641,1,3468,0
2412,W,6641,1,3468,0
2416,W,6641,1,3468,0
2420,W,6641,1,3468,0
2424,W,6641,1,3468,0
2428,W,6641,1,3468,0
2432,W,6641,1,3468,0
2436,W,6641,1,3468,0
2440,W,6641,1,3468,0
2444,W,6641,1,3468,0
2448,W,6641,1,3468,0
2452,W,6641,1,3468,0
2456,W,6641,1,3468,0
2460,W,6641,1,3468,0
2464,W,6641,1,3468,0
2468,W,6641,1,3468,0
2472,W,6641,1,3468,0
2476,W,6641,1,3468,0
2480,W,6641,1,3468,0
2484,W,6641,1,3468,0
2488,W,6641,1,3468,0
2492,W,6641,1,3468,0
2496,W,6641,1,3468,0
2500,W,6641,1,3468,0
2504,W,6641,1,3468,0
2508,W,6641,1,3468,0
2512,W,6641,1,3468,0
2516,W,6641,1,3468,0
2520,W,6641,1,3468,0
2524,W,6641,1,3468,0
2528,W,6641,1,3468,0
2532,W,6641,1,3468,0
2536,W,6641,1,3468,0
2540,W,6641,1,3468,0
2544,W,6641,1,3468,0
2548,W,6641,1,3468,0
2552,W,6641,1,3468,0
2556,W,6641,1,3468,0
2048,R,6648,1,3480,0
2052,R,6648,1,3480,0
2056,R,6648,1,3480,0
2060,R,6648,1,3480,0
2064,R,6648,1,3480,0
2068,R,6648,1,3480,0
2072,R,6648,1,3480,0
2076,R,6648,1,3480,0
2080,R,6648,1,3480,0
2084,R,6648,1,3480,0
2088,R,6648,1,3480,0
2092,R,6648,1,3480,0
2096,R,6648,1,3480,0
2100,R,6648,1,3480,0
2104,R,6648,1,3480,0
2108,R,6648,1,3480,0
2112,R,6648,1,3480,0
2116,R,6648,1,3480,0
2120,R,6648,1,3480,0
2124,R,6648,1,3480,0
2128,R,6648,1,3480,0
2132,R,6648,1,3480,0
2136,R,6648,1,3480,0
2140,R,6648,1,3480,0
2144,R,6648,1,3480,0
2148,R,6648,1,3480,0
2152,R,6648,1,3480,0
2156,R,6648,1,3480,0
2160,R,6648,1,3480,0
2164,R,6648,1,3480,0
2168,R,6648,1,3480,0
2172,R,6648,1,3480,0
2176,R,6648,1,3480,0
2180,R,6648,1,3480,0
2184,R,6648,1,3480,0
2188,R,6648,1,3480,0
2192,R,6648,1,3480,0
2196,R,6648,1,3480,0
2200,R,6648,1,3480,0
2204,R,6648,1,3480,0
2208,R,6648,1,3480,0
2212,R,6648,1,3480,0
2216,R,6648,1,3480,0
2220,R,6648,1,3480,0
2224,R,6648,1,3480,0
2228,R,6648,1,3480,0
2232,R,6648,1,3480,0
2236,R,6648,1,3480,0
2240,R,6648,1,3480,0
2244,R,6648,1,3480,0
2248,R,6648,1,3480,0
2252,R,6648,1,3480,0
2256,R,6648,1,3480,0
2260,R,6648,1,3480,0
2264,R,6648,1,3480,0
2268,R,6648,1,3480,0
2272,R,6648,1,3480,0
2276,R,6648,1,3480,0
2280,R,6648,1,3480,0
2284,R,6648,1,3480,0
2288,R,6648,1,3480,0
2292,R,6648,1,3480,0
2296,R,6648,1,3480,0
2300,R,6648,1,3480,0
2048,W,6648,1,3484,0
2052,W,6648,1,3484,0
2056,W,6648,1,3484,0
2060,W,6648,1,3484,0
2064,W,6648,1,3484,0
2068,W,6648,1,3484,0
2072,W,6648,1,3484,0
2076,W,6648,1,3484,0
2080,W,6648,1,3484,0
2084,W,6648,1,3484,0
2088,W,6648,1,3484,0
2092,W,6648,1,3484,0
2096,W,6648,1,3484,0
2100,W,6648,1,3484,0
2104,W,6648,1,3484,0
2108,W,6648,1,3484,0
2112,W,6648,1,3484,0
2116,W,6648,1,3484,0
2120,W,6648,1,3484,0
2124,W,6648,1,3484,0
2128,W,6648,1,3484,0
2132,W,6648,1,3484,0
2136,W,6648,1,3484,0
2140,W,6648,1,3484,0
2144,W,6648,1,3484,0
2148,W,6648,1,3484,0
2152,W,6648,1,3484,0
2156,W,6648,1,3484,0
2160,W,6648,1,3484,0
2164,W,6648,1,3484,0
2168,W,6648,1,3484,0
2172,W,6648,1,3484,0
2176,W,6648,1,3484,0
2180,W,6648,1,3484,0
2184,W,6648,1,3484,0
2188,W,6648,1,3484,0
2192,W,6648,1,3484,0
2196,W,6648,1,3484,0
2200,W,6648,1,3484,0
2204,W,6648,1,3484,0
2208,W,6648,1,3484,0
2212,W,6648,1,3484,0
2216,W,6648,1,3484,0
2220,W,6648,1,3484,0
2224,W,6648,1,3484,0
2228,W,6648,1,3484,0
2232,W,6648,1,3484,0
2236,W,6648,1,3484,0
2240,W,6648,1,3484,0
2244,W,6648,1,3484,0
2248,W,6648,1,3484,0
2252,W,6648,1,3484,0
2256,W,6648,1,3484,0
2260,W,6648,1,3484,0
2264,W,6648,1,3484,0
2268,W,6648,1,3484,0
2272,W,6648,1,3484,0
2276,W,6648,1,3484,0
2280,W,6648,1,3484,0
2284,W,6648,1,3484,0
2288,W,6648,1,3484,0
2292,W,6648,1,3484,0
2296,W,6648,1,3484,0
2300,W,6648,1,3484,0
2304,R,6649,1,3485,0
2308,R,6649,1,3485,0
2312,R,6649,1,3485,0
2316,R,6649,1,3485,0
2320,R,6649,1,3485,0
2324,R,6649,1,3485,0
2328,R,6649,1,3485,0
2332,R,6649,1,3485,0
2336,R,6649,1,3485,0
2340,R,6649,1,3485,0
2344,R,6649,1,3485,0
2348,R,6649,1,3485,0
2352,R,6649,1,3485,0
2356,R,6649,1,3485,0
2360,R,6649,1,3485,0
2364,R,6649,1,3485,0
2368,R,6649,1,3485,0
2372,R,6649,1,3485,0
2376,R,6649,1,3485,0
2380,R,6649,1,3485,0
2384,R,6649,1,3485,0
2388,R,6649,1,3485,0
2392,R,6649,1,3485,0
2396,R,6649,1,3485,0
2400,R,6649,1,3485,0
2404,R,6649,1,3485,0
2408,R,6649,1,3485,0
2412,R,6649,1,3485,0
2416,R,6649,1,3485,0
2420,R,6649,1,3485,0
2424,R,6649,1,3485,0
2428,R,6649,1,3485,0
2432,R,6649,1,3485,0
2436,R,6649,1,3485,0
2440,R,6649,1,3485,0
2444,R,6649,1,3485,0
2448,R,6649,1,3485,0
2452,R,6649,1,3485,0
2456,R,6649,1,3485,0
2460,R,6649,1,3485,0
2464,R,6649,1,3485,0
2468,R,6649,1,3485,0
2472,R,6649,1,3485,0
2476,R,6649,1,3485,0
2480,R,6649,1,3485,0
2484,R,6649,1,3485,0
2488,R,6649,1,3485,0
2492,R,6649,1,3485,0
2496,R,6649,1,3485,0
2500,R,6649,1,3485,0
2504,R,6649,1,3485,0
2508,R,6649,1,3485,0
2512,R,6649,1,3485,0
2516,R,6649,1,3485,0
2520,R,6649,1,3485,0
2524,R,6649,1,3485,0
2528,R,6649,1,3485,0
2532,R,6649,1,3485,0
2536,R,6649,1,3485,0
2540,R,6649,1,3485,0
2544,R,6649,1,3485,0
2548,R,6649,1,3485,0
2552,R,6649,1,3485,0
2556,R,6649,1,3485,0
2304,W,6649,1,3489,0
2308,W,6649,1,3489,0
2312,W,6649,1,3489,0
2316,W,6649,1,3489,0
2320,W,6649,1,3489,0
2324,W,6649,1,3489,0
2328,W,6649,1,3489,0
2332,W,6649,1,3489,0
2336,W,6649,1,3489,0
2340,W,6649,1,3489,0
2344,W,6649,1,3489,0
2348,W,6649,1,3489,0
2352,W,6649,1,3489,0
2356,W,6649,1,3489,0
2360,W,6649,1,3489,0
2364,W,6649,1,3489,0
2368,W,6649,1,3489,0
2372,W,6649,1,3489,0
2376,W,6649,1,3489,0
2380,W,6649,1,3489,0
2384,W,6649,1,3489,0
2388,W,6649,1,3489,0
2392,W,6649,1,3489,0
2396,W,6649,1,3489,0
2400,W,6649,1,3489,0
2404,W,6649,1,3489,0
2408,W,6649,1,3489,0
2412,W,6649,1,3489,0
2416,W,6649,1,3489,0
2420,W,6649,1,3489,0
2424,W,6649,1,3489,0
2428,W,6649,1,3489,0
2432,W,6649,1,3489,0
2436,W,6649,1,3489,0
2440,W,6649,1,3489,0
2444,W,6649,1,3489,0
2448,W,6649,1,3489,0
2452,W,6649,1,3489,0
2456,W,6649,1,3489,0
2460,W,6649,1,3489,0
2464,W,6649,1,3489,0
2468,W,6649,1,3489,0
2472,W,6649,1,3489,0
2476,W,6649,1,3489,0
2480,W,6649,1,3489,0
2484,W,6649,1,3489,0
2488,W,6649,1,3489,0
2492,W,6649,1,3489,0
2496,W,6649,1,3489,0
2500,W,6649,1,3489,0
2504,W,6649,1,3489,0
2508,W,6649,1,3489,0
2512,W,6649,1,3489,0
2516,W,6649,1,3489,0
2520,W,6649,1,3489,0
2524,W,6649,1,3489,0
2528,W,6649,1,3489,0
2532,W,6649,1,3489,0
2536,W,6649,1,3489,0
2540,W,6649,1,3489,0
2544,W,6649,1,3489,0
2548,W,6649,1,3489,0
2552,W,6649,1,3489,0
2556,W,6649,1,3489,0
2048,R,6656,1,3501,0
2052,R,6656,1,3501,0
2056,R,6656,1,3501,0
2060,R,6656,1,3501,0
2064,R,6656,1,3501,0
2068,R,6656,1,3501,0
2072,R,6656,1,3501,0
2076,R,6656,1,3501,0
2080,R,6656,1,3501,0
2084,R,6656,1,3501,0
2088,R,6656,1,3501,0
2092,R,6656,1,3501,0
2096,R,6656,1,3501,0
2100,R,6656,1,3501,0
2104,R,6656,1,3501,0
2108,R,6656,1,3501,0
2112,R,6656,1,3501,0
2116,R,6656,1,3501,0
2120,R,6656,1,3501,0
2124,R,6656,1,3501,0
2128,R,6656,1,3501,0
2132,R,6656,1,3501,0
2136,R,6656,1,3501,0
2140,R,6656,1,3501,0
2144,R,6656,1,3501,0
2148,R,6656,1,3501,0
2152,R,6656,1,3501,0
2156,R,6656,1,3501,0
2160,R,6656,1,3501,0
2164,R,6656,1,3501,0
2168,R,6656,1,3501,0
2172,R,6656,1,3501,0
2176,R,6656,1,3501,0
2180,R,6656,1,3501,0
2184,R,6656,1,3501,0
2188,R,6656,1,3501,0
2192,R,6656,1,3501,0
2196,R,6656,1,3501,0
2200,R,6656,1,3501,0
2204,R,6656,1,3501,0
2208,R,6656,1,3501,0
2212,R,6656,1,3501,0
2216,R,6656,1,3501,0
2220,R,6656,1,3501,0
2224,R,6656,1,3501,0
2228,R,6656,1,3501,0
2232,R,6656,1,3501,0
2236,R,6656,1,3501,0
2240,R,6656,1,3501,0
2244,R,6656,1,3501,0
2248,R,6656,1,3501,0
2252,R,6656,1,3501,0
2256,R,6656,1,3501,0
2260,R,6656,1,3501,0
2264,R,6656,1,3501,0
2268,R,6656,1,3501,0
2272,R,6656,1,3501,0
2276,R,6656,1,3501,0
2280,R,6656,1,3501,0
2284,R,6656,1,3501,0
2288,R,6656,1,3501,0
2292,R,6656,1,3501,0
2296,R,6656,1,3501,0
2300,R,6656,1,3501,0
0,R,6656,1,3502,0
4,R,6656,1,3502,0
8,R,6656,1,3502,0
12,R,6656,1,3502,0
16,R,6656,1,3502,0
20,R,6656,1,3502,0
24,R,6656,1,3502,0
28,R,6656,1,3502,0
32,R,6656,1,3502,0
36,R,6656,1,3502,0
40,R,6656,1,3502,0
44,R,6656,1,3502,0
48,R,6656,1,3502,0
52,R,6656,1,3502,0
56,R,6656,1,3502,0
60,R,6656,1,3502,0
64,R,6656,1,3502,0
68,R,6656,1,3502,0
72,R,6656,1,3502,0
76,R,6656,1,3502,0
80,R,6656,1,3502,0
84,R,6656,1,3502,0
88,R,6656,1,3502,0
92,R,6656,1,3502,0
96,R,6656,1,3502,0
100,R,6656,1,3502,0
104,R,6656,1,3502,0
108,R,6656,1,3502,0
112,R,6656,1,3502,0
116,R,6656,1,3502,0
120,R,6656,1,3502,0
124,R,6656,1,3502,0
128,R,6656,1,3502,0
132,R,6656,1,3502,0
136,R,6656,1,3502,0
140,R,6656,1,3502,0
144,R,6656,1,3502,0
148,R,6656,1,3502,0
152,R,6656,1,3502,0
156,R,6656,1,3502,0
160,R,6656,1,3502,0
164,R,6656,1,3502,0
168,R,6656,1,3502,0
172,R,6656,1,3502,0
176,R,6656,1,3502,0
180,R,6656,1,3502,0
184,R,6656,1,3502,0
188,R,6656,1,3502,0
192,R,6656,1,3502,0
196,R,6656,1,3502,0
200,R,6656,1,3502,0
204,R,6656,1,3502,0
208,R,6656,1,3502,0
212,R,6656,1,3502,0
216,R,6656,1,3502,0
220,R,6656,1,3502,0
224,R,6656,1,3502,0
228,R,6656,1,3502,0
232,R,6656,1,3502,0
236,R,6656,1,3502,0
240,R,6656,1,3502,0
244,R,6656,1,3502,0
248,R,6656,1,3502,0
252,R,6656,1,3502,0
2048,W,6656,1,3505,0
2052,W,6656,1,3505,0
2056,W,6656,1,3505,0
2060,W,6656,1,3505,0
2064,W,6656,1,3505,0
2068,W,6656,1,3505,0
2072,W,6656,1,3505,0
2076,W,6656,1,3505,0
2080,W,6656,1,3505,0
2084,W,6656,1,3505,0
2088,W,6656,1,3505,0
2092,W,6656,1,3505,0
2096,W,6656,1,3505,0
2100,W,6656,1,3505,0
2104,W,6656,1,3505,0
2108,W,6656,1,3505,0
2112,W,6656,1,3505,0
2116,W,6656,1,3505,0
2120,W,6656,1,3505,0
2124,W,6656,1,3505,0
2128,W,6656,1,3505,0
2132,W,6656,1,3505,0
2136,W,6656,1,3505,0
2140,W,6656,1,3505,0
2144,W,6656,1,3505,0
2148,W,6656,1,3505,0
2152,W,6656,1,3505,0
2156,W,6656,1,3505,0
2160,W,6656,1,3505,0
2164,W,6656,1,3505,0
2168,W,6656,1,3505,0
2172,W,6656,1,3505,0
2176,W,6656,1,3505,0
2180,W,6656,1,3505,0
2184,W,6656,1,3505,0
2188,W,6656,1,3505,0
2192,W,6656,1,3505,0
2196,W,6656,1,3505,0
2200,W,6656,1,3505,0
2204,W,6656,1,3505,0
2208,W,6656,1,3505,0
2212,W,6656,1,3505,0
2216,W,6656,1,3505,0
2220,W,6656,1,3505,0
2224,W,6656,1,3505,0
2228,W,6656,1,3505,0
2232,W,6656,1,3505,0
2236,W,6656,1,3505,0
2240,W,6656,1,3505,0
2244,W,6656,1,3505,0
2248,W,6656,1,3505,0
2252,W,6656,1,3505,0
2256,W,6656,1,3505,0
2260,W,6656,1,3505,0
2264,W,6656,1,3505,0
2268,W,6656,1,3505,0
2272,W,6656,1,3505,0
2276,W,6656,1,3505,0
2280,W,6656,1,3505,0
2284,W,6656,1,3505,0
2288,W,6656,1,3505,0
2292,W,6656,1,3505,0
2296,W,6656,1,3505,0
2300,W,6656,1,3505,0
2304,R,6657,1,3509,0
2308,R,6657,1,3509,0
2312,R,6657,1,3509,0
2316,R,6657,1,3509,0
2320,R,6657,1,3509,0
2324,R,6657,1,3509,0
2328,R,6657,1,3509,0
2332,R,6657,1,3509,0
2336,R,6657,1,3509,0
2340,R,6657,1,3509,0
2344,R,6657,1,3509,0
2348,R,6657,1,3509,0
2352,R,6657,1,3509,0
2356,R,6657,1,3509,0
2360,R,6657,1,3509,0
2364,R,6657,1,3509,0
2368,R,6657,1,3509,0
2372,R,6657,1,3509,0
2376,R,6657,1,3509,0
2380,R,6657,1,3509,0
2384,R,6657,1,3509,0
2388,R,6657,1,3509,0
2392,R,6657,1,3509,0
2396,R,6657,1,3509,0
2400,R,6657,1,3509,0
2404,R,6657,1,3509,0
2408,R,6657,1,3509,0
2412,R,6657,1,3509,0
2416,R,6657,1,3509,0
2420,R,6657,1,3509,0
2424,R,6657,1,3509,0
2428,R,6657,1,3509,0
2432,R,6657,1,3509,0
2436,R,6657,1,3509,0
2440,R,6657,1,3509,0
2444,R,6657,1,3509,0
2448,R,6657,1,3509,0
2452,R,6657,1,3509,0
2456,R,6657,1,3509,0
2460,R,6657,1,3509,0
2464,R,6657,1,3509,0
2468,R,6657,1,3509,0
2472,R,6657,1,3509,0
2476,R,6657,1,3509,0
2480,R,6657,1,3509,0
2484,R,6657,1,3509,0
2488,R,6657,1,3509,0
2492,R,6657,1,3509,0
2496,R,6657,1,3509,0
2500,R,6657,1,3509,0
2504,R,6657,1,3509,0
2508,R,6657,1,3509,0
2512,R,6657,1,3509,0
2516,R,6657,1,3509,0
2520,R,6657,1,3509,0
2524,R,6657,1,3509,0
2528,R,6657,1,3509,0
2532,R,6657,1,3509,0
2536,R,6657,1,3509,0
2540,R,6657,1,3509,0
2544,R,6657,1,3509,0
2548,R,6657,1,3509,0
2552,R,6657,1,3509,0
2556,R,6657,1,3509,0
256,R,6657,1,3510,0
260,R,6657,1,3510,0
264,R,6657,1,3510,0
268,R,6657,1,3510,0
272,R,6657,1,3510,0
276,R,6657,1,3510,0
280,R,6657,1,3510,0
284,R,6657,1,3510,0
288,R,6657,1,3510,0
292,R,6657,1,3510,0
296,R,6657,1,3510,0
300,R,6657,1,3510,0
304,R,6657,1,3510,0
308,R,6657,1,3510,0
312,R,6657,1,3510,0
316,R,6657,1,3510,0
320,R,6657,1,3510,0
324,R,6657,1,3510,0
328,R,6657,1,3510,0
332,R,6657,1,3510,0
336,R,6657,1,3510,0
340,R,6657,1,3510,0
344,R,6657,1,3510,0
348,R,6657,1,3510,0
352,R,6657,1,3510,0
356,R,6657,1,3510,0
360,R,6657,1,3510,0
364,R,6657,1,3510,0
368,R,6657,1,3510,0
372,R,6657,1,3510,0
376,R,6657,1,3510,0
380,R,6657,1,3510,0
384,R,6657,1,3510,0
388,R,6657,1,3510,0
392,R,6657,1,3510,0
396,R,6657,1,3510,0
400,R,6657,1,3510,0
404,R,6657,1,3510,0
408,R,6657,1,3510,0
412,R,6657,1,3510,0
416,R,6657,1,3510,0
420,R,6657,1,3510,0
424,R,6657,1,3510,0
428,R,6657,1,3510,0
432,R,6657,1,3510,0
436,R,6657,1,3510,0
440,R,6657,1,3510,0
444,R,6657,1,3510,0
448,R,6657,1,3510,0
452,R,6657,1,3510,0
456,R,6657,1,3510,0
460,R,6657,1,3510,0
464,R,6657,1,3510,0
468,R,6657,1,3510,0
472,R,6657,1,3510,0
476,R,6657,1,3510,0
480,R,6657,1,3510,0
